word1;word2;n
nice;stuff;  1
nice;suggestion;  1
nice;sunday;  1
nice;supper;  1
nice;surely;  1
nice;surprises;  1
nice;sweetness;  1
nice;tablewares;  1
nice;talk;  1
nice;taste;  1
nice;tasting;  1
nice;tasty;  1
nice;taxi;  1
nice;terrace;  1
nice;thumbs;  1
nice;tingle;  1
nice;tofu;  1
nice;told;  1
nice;totally;  1
nice;touches;  1
nice;trendy;  1
nice;variations;  1
nice;vegetarian;  1
nice;vintages;  1
nice;waiters;  1
nice;waiting;  1
nice;waitress;  1
nice;walls;  1
nice;washrooms;  1
nice;water;  1
nice;we’d;  1
nice;welcoming;  1
nice;western;  1
nice;white;  1
nice;window;  1
nice;wood;  1
nice;xia;  1
no;10;  1
no;18;  1
no;23;  1
no;59;  1
no;6;  1
no;7pm;  1
no;à;  1
no;a1;  1
no;accepted;  1
no;accompanying;  1
no;addressing;  1
no;admission;  1
no;advanced;  1
no;advice;  1
no;aisles;  1
no;alcool;  1
no;apologies;  1
no;apparent;  1
no;april;  1
no;argument;  1
no;arguments;  1
no;asian;  1
no;aspirations;  1
no;atm;  1
no;atm's;  1
no;australian;  1
no;barrier;  1
no;barriers;  1
no;bathroom;  1
no;bbq;  1
no;beautiful;  1
no;beef;  1
no;bells;  1
no;bench;  1
no;bias;  1
no;birds;  1
no;bite;  1
no;black;  1
no;bo;  1
no;body;  1
no;bother;  1
no;brainier;  1
no;branches;  1
no;brand;  1
no;broth;  1
no;buzz;  1
no;carbohydrates;  1
no;champagne;  1
no;change;  1
no;chardonnay;  1
no;charm;  1
no;cigar;  1
no;clanging;  1
no;clumping;  1
no;coffee;  1
no;cold;  1
no;comfortable;  1
no;command;  1
no;competent;  1
no;complementary;  1
no;compromises;  1
no;concept;  1
no;concern;  1
no;concerns;  1
no;condiments;  1
no;confusion;  1
no;connection;  1
no;consistency;  1
no;contest;  1
no;conversation;  1
no;cost;  1
no;crazy;  1
no;creativity;  1
no;crema;  1
no;crispy;  1
no;criticism;  1
no;crowd;  1
no;culinary;  1
no;cushions;  1
no;daylight;  1
no;delivering;  1
no;deposit;  1
no;description;  1
no;desert;  1
no;desire;  1
no;dessert;  1
no;detail;  1
no;details;  1
no;dinner;  1
no;disappointed;  1
no;dishes;  1
no;dislikes;  1
no;doorman;  1
no;doubting;  1
no;doubts;  1
no;downside;  1
no;draft;  1
no;drama;  1
no;duck;  1
no;duck's;  1
no;dumpling;  1
no;easy;  1
no;egg;  1
no;elevator;  1
no;elevators;  1
no;empathy;  1
no;europeans;  1
no;excessive;  1
no;excitement;  1
no;expense;  1
no;experts;  1
no;explanations;  1
no;extra;  1
no;extreme;  1
no;eye;  1
no;farmed;  1
no;faults;  1
no;favor;  1
no;fear;  1
no;fewer;  1
no;fiddling;  1
no;finesse;  1
no;first.is;  1
no;fish;  1
no;flair;  1
no;flexibility;  1
no;flip;  1
no;focus;  1
no;fois;  1
no;foreign;  1
no;frame;  1
no;free;  1
no;front;  1
no;fusion;  1
no;fuzz;  1
no;garlic;  1
no;garnish;  1
no;genuine;  1
no;glasses;  1
no;gos;  1
no;gristly;  1
no;guessing;  1
no;guilt;  1
no;hair;  1
no;hand;  1
no;hanging;  1
no;hassles;  1
no;heart;  1
no;hint;  1
no;hit;  1
no;hong;  1
no;hustle;  1
no;imagination;  1
no;inconvenience;  1
no;innovative;  1
no;intention;  1
no;iodea;  1
no;jarring;  1
no;jeans;  1
no;joking;  1
no;justice;  1
no;keen;  1
no;lack;  1
no;lambish;  1
no;landscape;  1
no;language;  1
no;late;  1
no;left;  1
no;license;  1
no;lingering;  1
no;locals;  1
no;lollygagging;  1
no;love;  1
no;luck;  1
no;lunch;  1
no;main;  1
no;manager;  1
no;matters;  1
no;meals;  1
no;messing;  1
no;minced;  1
no;mirror;  1
no;mistakes;  1
no;mistaking;  1
no;moet;  1
no;molecular;  1
no;mtr;  1
no;natural;  1
no;negatives;  1
no;no1;  1
no;nods;  1
no;noise;  1
no;noodles;  1
no;notion;  1
no;novice;  1
no;object;  1
no;objection;  1
no;offence;  1
no;offense;  1
no;offered;  1
no;offers;  1
no;oolong;  1
no;oozing;  1
no;options;  1
no;overcooked;  1
no;parallel;  1
no;peacocks;  1
no;pencil;  1
no;personell;  1
no;petite;  1
no;photo;  1
no;photos;  1
no;pigeon;  1
no;pineapple;  1
no;plans;  1
no;pompous;  1
no;posh;  1
no;prawn;  1
no;presentation;  1
no;pretences;  1
no;pretencious;  1
no;previous;  1
no;privacy;  1
no;private;  1
no;promotion;  1
no;proper;  1
no;prosecco;  1
no;pun;  1
no;qualms;  1
no;questioning;  1
no;raddish;  1
no;raw;  1
no;reaching;  1
no;recommendation;  1
no;refil;  1
no;refills;  1
no;replacement;  1
no;requirement;  1
no;respect;  1
no;restaurant;  1
no;restriction;  1
no;review;  1
no;rhyme;  1
no;rice;  1
no;risk;  1
no;round;  1
no;rules;  1
no;safe;  1
no;sake;  1
no;salt;  1
no;sambal;  1
no;sandals;  1
no;satisfactory;  1
no;sauce;  1
no;scottish;  1
no;seats;  1
no;separation;  1
no;shades;  1
no;shark's;  1
no;short;  1
no;shrimp;  1
no;signboards;  1
no;smells;  1
no;snowfish;  1
no;soap;  1
no;soda;  1
no;softdrinks;  1
no;sommelier;  1
no;sophistication;  1
no;soup;  1
no;soups;  1
no;sparkling;  1
no;spiciness;  1
no;spicy;  1
no;sport;  1
no;stage;  1
no;star;  1
no;stars;  1
no;steamed;  1
no;sticking;  1
no;strategy;  1
no;stress;  1
no;strong;  1
no;stuffy;  1
no;success;  1
no;system;  1
no;tables;  1
no;tank;  1
no;tap;  1
no;tasting;  1
no;tasty;  1
no;tennis;  1
no;texture;  1
no;ther;  1
no;ties;  1
no;tim;  1
no;tiny;  1
no;tips;  1
no;tissues;  1
no;toilets;  1
no;tomorrow;  1
no;tonic;  1
no;trading;  1
no;trainers;  1
no;trip;  1
no;trolleys;  1
no;trollies;  1
no;trollys;  1
no;truffle;  1
no;truffles;  1
no;typical;  1
no;understanding;  1
no;unidentifiable;  1
no;unusual;  1
no;update;  1
no;values;  1
no;veggies;  1
no;vibe;  1
no;visa;  1
no;washrooms;  1
no;western;  1
no;wild;  1
no;wines;  1
no;words;  1
no;written;  1
no;yelling;  1
noble;houses;  1
noisy;ambiance;  1
noisy;atmosphere;  1
noisy;baby;  1
noisy;buffets;  1
noisy;busy;  1
noisy;chain;  1
noisy;chinese;  1
noisy;crowd;  1
noisy;decoration;  1
noisy;due;  1
noisy;hk;  1
noisy;informal;  1
noisy;inside;  1
noisy;ish;  1
noisy;lunch;  1
noisy;people;  1
noisy;restaurant;  1
noisy;rowdy;  1
noisy;service;  1
noisy;spills;  1
noisy;squashy;  1
noisy;tables;  1
noisy;wine;  1
noisy;yan;  1
noisy;yum;  1
nonsense;approach;  1
nonsense;majority;  1
nonsense;style;  1
notorious;bad;  1
notorious;boys;  1
notorious;xiao;  1
novel;experience;  1
nuts;added;  1
nuts;allergies;  1
nuts;check;  1
nuts;chilled;  1
nuts;exceptional;  1
nuts;kale;  1
obnoxious;behaviour;  1
obstacles;free;  1
odd;ambience;  1
odd;bump;  1
odd;comment;  1
odd;consistency;  1
odd;flavor;  1
odd;food;  1
odd;hk;  1
odd;hkd;  1
odd;meal;  1
odd;minutes;  1
odd;occasion;  1
odd;review;  1
odd;texture;  1
odd;variety;  1
offended;5;  1
offended;anymore;  1
offending;table;  1
offline;map;  1
offline;maps;  1
opportunity;din;  1
oppressive;heat;  1
outstanding;andy;  1
outstanding;authentic;  1
outstanding;bbq;  1
outstanding;benson;  1
outstanding;beverage;  1
outstanding;carving;  1
outstanding;casual;  1
outstanding;combination;  1
outstanding;compared;  1
outstanding;creative;  1
outstanding;crispy;  1
outstanding;cuisine;  1
outstanding;day;  1
outstanding;decor;  1
outstanding;delicate;  1
outstanding;delicious;  1
outstanding;desert;  1
outstanding;design;  1
outstanding;dessert;  1
outstanding;dumplings;  1
outstanding;e.g;  1
outstanding;enjoyed;  1
outstanding;experience;  1
outstanding;fell;  1
outstanding;fresh;  1
outstanding;golden;  1
outstanding;harbour;  1
outstanding;helpful;  1
outstanding;honest;  1
outstanding;huge;  1
outstanding;incredible;  1
outstanding;industrial;  1
outstanding;innovative;  1
outstanding;invited;  1
outstanding;kale;  1
outstanding;level;  1
outstanding;location;  1
outstanding;lovely;  1
outstanding;lunch;  1
outstanding;menu;  1
outstanding;modern;  1
outstanding;note;  1
outstanding;panoramic;  1
outstanding;passable;  1
outstanding;plenty;  1
outstanding;position;  1
outstanding;prawn;  1
outstanding;private;  1
outstanding;property;  1
outstanding;qualities;  1
outstanding;recommendation;  1
outstanding;regretfully;  1
outstanding;saute;  1
outstanding;selection;  1
outstanding;server;  1
outstanding;services;  1
outstanding;servings;  1
outstanding;simply;  1
outstanding;staff;  1
outstanding;started;  1
outstanding;stir;  1
outstanding;suggest;  1
outstanding;surely;  1
outstanding;tasts;  1
outstanding;tea;  1
outstanding;vegetables;  1
outstanding;wine;  1
outstanding;wines;  1
outstanding;xiao;  1
overload;literally;  1
overlooked;hong;  1
overlooked;victoria;  1
pain;stakingly;  1
paradise;delicious;  1
paradise;hong;  1
paradise;moment;  1
parley;dim;  1
passionate;devoted;  1
passionate;locals;  1
passionate;person;  1
passionate;selling;  1
pathetic;bit;  1
pathetic;scattering;  1
pay;1;  1
pay;10;  1
pay;100;  1
pay;190;  1
pay;300;  1
pay;400;  1
pay;5;  1
pay;50;  1
pay;65aud;  1
pay;aprox;  1
pay;bottle;  1
pay;charge;  1
pay;deposit;  1
pay;desk;  1
pay;diplomatic;  1
pay;directly;  1
pay;extortionate;  1
pay;food;  1
pay;for.the;  1
pay;free;  1
pay;gtfo;  1
pay;heed;  1
pay;highly;  1
pay;hkd;  1
pay;hkd169;  1
pay;homage;  1
pay;immediatly;  1
pay;les;  1
pay;logo;  1
pay;lots;  1
pay;mop;  1
pay;rmb;  1
pay;rmb9;  1
pay;sky;  1
pay;top;  1
peace;depend;  1
peaceful;ambiance;  1
peaceful;ambience;  1
peaceful;st;  1
peaceful;unlike;  1
perfect;3;  1
perfect;abalone;  1
perfect;accompaniment;  1
perfect;addition;  1
perfect;advance;  1
perfect;advice;  1
perfect;afternoon;  1
perfect;atmosphere;  1
perfect;bao;  1
perfect;beautifully;  1
perfect;busy;  1
perfect;cadence;  1
perfect;chasiu;  1
perfect;coating;  1
perfect;cocktails;  1
perfect;coctail;  1
perfect;coctails;  1
perfect;cold;  1
perfect;combo;  1
perfect;compliments;  1
perfect;composition;  1
perfect;condition;  1
perfect;confident;  1
perfect;cook;  1
perfect;counterpart;  1
perfect;coz;  1
perfect;crisp;  1
perfect;crispy;  1
perfect;custard;  1
perfect;cut;  1
perfect;day;  1
perfect;decor;  1
perfect;decoration;  1
perfect;destination;  1
perfect;dimsum;  1
perfect;dipping;  1
perfect;dough;  1
perfect;egg;  1
perfect;embodiment;  1
perfect;endings;  1
perfect;equilibrium;  1
perfect;excuse;  1
perfect;explosion;  1
perfect;farewell;  1
perfect;fast;  1
perfect;finish;  1
perfect;finished;  1
perfect;fit;  1
perfect;flour;  1
perfect;foil;  1
perfect;fried;  1
perfect;ginger;  1
perfect;guangzhou;  1
perfect;guide;  1
perfect;harbour;  1
perfect;helpful;  1
perfect;highly;  1
perfect;hk;  1
perfect;implementation;  1
perfect;ingredients;  1
perfect;it’s;  1
perfect;items;  1
perfect;job;  1
perfect;left;  1
perfect;lighting;  1
perfect;lots;  1
perfect;love;  1
perfect;match;  1
perfect;matches;  1
perfect;matching;  1
perfect;mclaren;  1
perfect;mouthful;  1
perfect;napa;  1
perfect;noodels;  1
perfect;opportunity;  1
perfect;option;  1
perfect;outstanding;  1
perfect;pastry;  1
perfect;pecking;  1
perfect;products;  1
perfect;pronunciation;  1
perfect;ratio;  1
perfect;recommendations;  1
perfect;romantic;  1
perfect;round;  1
perfect;scallops;  1
perfect;serving;  1
perfect;severed;  1
perfect;shang;  1
perfect;shrimp;  1
perfect;siew;  1
perfect;size;  1
perfect;skin;  1
perfect;special;  1
perfect;square;  1
perfect;staff;  1
perfect;starter;  1
perfect;steamed;  1
perfect;steaming;  1
perfect;suggestion;  1
perfect;sunny;  1
perfect;superb;  1
perfect;support;  1
perfect;surroundings;  1
perfect;tastes;  1
perfect;temperature.another;  1
perfect;tender;  1
perfect;thin;  1
perfect;tin;  1
perfect;tone;  1
perfect;totalling;  1
perfect;tucked;  1
perfect;twin;  1
perfect;utensils;  1
perfect;vantage;  1
perfect;views;  1
perfect;waitress.a;  1
perfect;wrapper;  1
perfect;yang;  1
perfectly;adjusted;  1
perfectly;attentive;  1
perfectly;bravo;  1
perfectly;chewy;  1
perfectly;chilled;  1
perfectly;choreograph;  1
perfectly;cold;  1
perfectly;comfortable;  1
perfectly;complemented;  1
perfectly;constructed;  1
perfectly;curated;  1
perfectly;delicious;  1
perfectly;designed;  1
perfectly;dessert;  1
perfectly;drinkable;  1
perfectly;enhance;  1
perfectly;fiery;  1
perfectly;fit;  1
perfectly;fitting;  1
perfectly;flavored;  1
perfectly;folded;  1
perfectly;german;  1
perfectly;giving;  1
perfectly;glazed;  1
perfectly;happy;  1
perfectly;illustrates;  1
perfectly;light;  1
perfectly;matched;  1
perfectly;matching;  1
perfectly;menus;  1
perfectly;mum;  1
perfectly;orchestrated;  1
perfectly;paired;  1
perfectly;pleasant;  1
perfectly;reasonable.c;  1
perfectly;rolled;  1
perfectly;sized;  1
perfectly;sliced;  1
perfectly;spaced;  1
perfectly;spiced;  1
perfectly;spicy;  1
perfectly;spring;  1
perfectly;styled;  1
perfectly;suit;  1
perfectly;suitable;  1
perfectly;suits;  1
perfectly;tea;  1
perfectly;tender;  1
perfectly;thin;  1
perfectly;wok;  1
petrified;anchovy;  1
picturesque;albeit;  1
picturesque;background;  1
picturesque;view;  1
pity;service;  1
pleasant;bill;  1
pleasant;booths;  1
pleasant;break;  1
pleasant;champagne;  1
pleasant;change;  1
pleasant;clean;  1
pleasant;conversation;  1
pleasant;cool;  1
pleasant;crab;  1
pleasant;defines;  1
pleasant;dimsum;  1
pleasant;discovery;  1
pleasant;dish;  1
pleasant;efficient;  1
pleasant;employees;  1
pleasant;fine;  1
pleasant;food;  1
pleasant;gentleman;  1
pleasant;helpful;  1
pleasant;hotelly;  1
pleasant;knowledgeable;  1
pleasant;lady;  1
pleasant;level;  1
pleasant;limited;  1
pleasant;lunch;  1
pleasant;night;  1
pleasant;pinot;  1
pleasant;possibly;  1
pleasant;presentation;  1
pleasant;servers;  1
pleasant;sight;  1
pleasant;simple;  1
pleasant;spacious;  1
pleasant;staggered;  1
pleasant;surprised;  1
pleasant;surroundings;  1
pleasant;taste;  1
pleasant;tasting;  1
pleasant;totally;  1
pleasant;unexpected;  1
pleasant;unlike;  1
pleasant;venue;  1
pleasant;wait;  1
pleasant;waiter;  1
pleasant;waitress;  1
pleasant;waitstaff;  1
pleasant;walk;  1
pleasant;woman;  1
pleasant;worthwhile;  1
please;act;  1
please;add;  1
please;arrive;  1
please;avoid;  1
please;choose;  1
please;click;  1
please;close;  1
please;don’t;  1
please;enjoy;  1
please;ensure;  1
please;explain;  1
please;imagine;  1
please;inform;  1
please;lovely;  1
please;noted;  1
please;pass;  1
please;reach;  1
please;refer;  1
please;respect;  1
please;restaurant;  1
please;seek;  1
please;staff;  1
please;stop;  1
please;support;  1
please;tripadvisor;  1
please;understand;  1
please;vote;  1
please;wait;  1
please;wear;  1
pleasure;book;  1
pleasure;highly;  1
pleasure;roasted;  1
pleasure;staff;  1
pleasure;talking;  1
poor;accommodation;  1
poor;atmosphere;  1
poor;attendance;  1
poor;attitude;  1
poor;attitudes;  1
poor;chinese;  1
poor;choice;  1
poor;choices;  1
poor;chop;  1
poor;cousin;  1
poor;dishes;  1
poor;english;  1
poor;execution;  1
poor;form;  1
poor;habit;  1
poor;hk;  1
poor;language;  1
poor;meal;  1
poor;meals;  1
poor;night;  1
poor;pretty;  1
poor;rating;  1
poor;receptionist;  1
poor;signage;  1
poor;slow;  1
poor;taste;  1
poor;training;  1
poor;waiters;  1
poor;worse;  1
poorer;reviews;  1
poorest;item;  1
popular;baked;  1
popular;branch;  1
popular;brand;  1
popular;call;  1
popular;cantonese;  1
popular;chain;  1
popular;chains;  1
popular;char;  1
popular;choice;  1
popular;choices;  1
popular;crispy;  1
popular;delicacies;  1
popular;demand;  1
popular;desserts;  1
popular;eatery;  1
popular;eating;  1
popular;establishments;  1
popular;excellent;  1
popular;favourites;  1
popular;flower;  1
popular;fortunately;  1
popular;gem;  1
popular;gotta;  1
popular;hk;  1
popular;hotels;  1
popular;hour;  1
popular;it’s;  1
popular;local;  1
popular;lunchtime;  1
popular;mall;  1
popular;night;  1
popular;polo;  1
popular;service;  1
popular;signature;  1
popular;soup;  1
popular;store;  1
popular;taiwanese;  1
popular;time;  1
popular;times;  1
popular;unsurprisingly;  1
positive;ambiance;  1
positive;aspect;  1
positive;atmosphere;  1
positive;attitude;  1
positive;elements;  1
positive;feedback;  1
positive;feedbacks;  1
positive;food;  1
positive;goose;  1
positive;improvement;  1
positive;omen;  1
positive;recommendation;  1
positive;reputation;  1
positive;review;  1
positive;spin;  1
positive;trip;  1
positive;tripadvisor;  1
positively;angry;  1
positively;enthused;  1
positively;rude;  1
praise;3;  1
praised;barbecued;  1
praised;hong;  1
pray;rest;  1
praying;hall;  1
prepared;900;  1
prepared;ages;  1
prepared;baby;  1
prepared;beautifully;  1
prepared;birthday;  1
prepared;cantonese;  1
prepared;child;  1
prepared;classic;  1
prepared;cocktail;  1
prepared;combining;  1
prepared;complimentary;  1
prepared;courses;  1
prepared;dimsum;  1
prepared;directly;  1
prepared;dishes;  1
prepared;duck;  1
prepared;everyday;  1
prepared;exquisitely;  1
prepared;freshly;  1
prepared;fruit;  1
prepared;gf;  1
prepared;hargao;  1
prepared;highly;  1
prepared;hong;  1
prepared;hot;  1
prepared;i.e;  1
prepared;incorrectly;  1
prepared;love;  1
prepared;lunch;  1
prepared;mandarin;  1
prepared;meticulously;  1
prepared;nice;  1
prepared;noodle;  1
prepared;properly;  1
prepared;skillfully;  1
prepared;soya;  1
prepared;tender;  1
prepared;vegetables;  1
prepared;waiting;  1
pressure;eating;  1
pretty;abruptly;  1
pretty;alright;  1
pretty;authentic;  1
pretty;bitter;  1
pretty;blah;  1
pretty;bloody;  1
pretty;bored;  1
pretty;brilliant;  1
pretty;calm;  1
pretty;causal;  1
pretty;chilie;  1
pretty;chilled;  1
pretty;cold;  1
pretty;cozy;  1
pretty;crazy;  1
pretty;dam;  1
pretty;damned;  1
pretty;dark;  1
pretty;demanding;  1
pretty;dim;  1
pretty;dimsum;  1
pretty;diner;  1
pretty;diverse;  1
pretty;dry;  1
pretty;dull;  1
pretty;easily;  1
pretty;efficient;  1
pretty;efficiently;  1
pretty;empty;  1
pretty;enclave;  1
pretty;excellent;  1
pretty;exotic;  1
pretty;extraordinary;  1
pretty;familiar;  1
pretty;fancy;  1
pretty;fluent;  1
pretty;funny;  1
pretty;guarantee;  1
pretty;hostess;  1
pretty;huge;  1
pretty;hungry;  1
pretty;impressed;  1
pretty;innovative;  1
pretty;jet;  1
pretty;laid;  1
pretty;late;  1
pretty;limited;  1
pretty;location;  1
pretty;mediocre;  1
pretty;miffed;  1
pretty;normal;  1
pretty;odd;  1
pretty;pedestrian;  1
pretty;plates;  1
pretty;popular;  1
pretty;private;  1
pretty;professional;  1
pretty;prompt;  1
pretty;promptly;  1
pretty;quiet;  1
pretty;rare;  1
pretty;reliable;  1
pretty;remarkable;  1
pretty;restaurant;  1
pretty;routine;  1
pretty;run;  1
pretty;rundown;  1
pretty;scary;  1
pretty;sexy;  1
pretty;similar;  1
pretty;slow;  1
pretty;special;  1
pretty;spicy;  1
pretty;sterile;  1
pretty;straightforward;  1
pretty;surreal;  1
pretty;sweet;  1
pretty;tasteless;  1
pretty;terrible;  1
pretty;tired;  1
pretty;top;  1
pretty;tough;  1
pretty;traditional;  1
pretty;typical;  1
pretty;understanding;  1
pretty;unusual;  1
pretty;utilitarian;  1
pretty;wonderful;  1
pretty;yummy;  1
prevent;contamination;  1
prevent;spillage;  1
proactive;service;  1
problem;accommodating;  1
problem;fresh;  1
problem;helping;  1
problem;lies;  1
problem;quickly;  1
problem;recommending;  1
problem;spending;  1
problem;started;  1
problem;walking;  1
problems;ahead;  1
problems;arose;  1
problems;booking;  1
problems;caused;  1
problems;dealing;  1
prominent;feature;  1
prominent;landmark;  1
prominent;visible;  1
promise;dim;  1
promise;i’ll;  1
promised;food;  1
promised;super;  1
promised;window;  1
promote;highlights;  1
promoting;peking;  1
protests;kicked;  1
proud;knowing;  1
proud;owner;  1
proud;prices;  1
proud;waitstaff;  1
proudly;declare;  1
proudly;showcased;  1
provoked;oohs;  1
provoking;moment;  1
pushy;e.g;  1
pushy;waiters;  1
questionable;practices;  1
racist;fantasy;  1
rainy;19;  1
rainy;evening;  1
rainy;lunch;  1
rainy;sunday;  1
rainy;weather;  1
rainy;wednesday;  1
ratified;style;  1
reach;10am;  1
reach;combining;  1
reach;islamic;  1
reach;nga;  1
reach;tastes;  1
reach;thw;  1
reach;wan;  1
reached;cotai;  1
reached;dessert;  1
reached;hutong;  1
reached;ritz;  1
reached;tim;  1
reaches;caine;  1
reaching;hong;  1
reaching;mott;  1
reassuring;sign;  1
recommend;20au;  1
recommend;24;  1
recommend;8;  1
recommend;蛋;  1
recommend;adding;  1
recommend;allowing;  1
recommend;ambiance;  1
recommend;barbecue;  1
recommend;beer;  1
recommend;book;  1
recommend;bringing;  1
recommend;celestial;  1
recommend;chasiu;  1
recommend;choice;  1
recommend;choosing;  1
recommend;congee;  1
recommend;desert;  1
recommend;ding;  1
recommend;dingdim1968;  1
recommend;dynasty;  1
recommend;egg;  1
recommend;excellent;  1
recommend;exploring;  1
recommend;family;  1
recommend;famous;  1
recommend;fin;  1
recommend;foodies;  1
recommend;guest;  1
recommend;haidilao;  1
recommend;hargow;  1
recommend;hutobg;  1
recommend;iberico;  1
recommend;icon;  1
recommend;including;  1
recommend;it.h;  1
recommend;jay;  1
recommend;lady;  1
recommend;lily;  1
recommend;list;  1
recommend;lkh;  1
recommend;local;  1
recommend;located;  1
recommend;luckily;  1
recommend;lunch;  1
recommend;lung;  1
recommend;mah;  1
recommend;mall;  1
recommend;ms;  1
recommend;peking;  1
recommend;prawns;  1
recommend;reading;  1
recommend;requesting;  1
recommend;researching;  1
recommend;reservations;  1
recommend;rice;  1
recommend;rose;  1
recommend;sands;  1
recommend;shang;  1
recommend;sing;  1
recommend;singaporean;  1
recommend;sneaking;  1
recommend;soups;  1
recommend;spicy;  1
recommend;spring;  1
recommend;steamed;  1
recommend;stopping;  1
recommend;suggest;  1
recommend;taking;  1
recommend;tea;  1
recommend;tis;  1
recommend;tomato;  1
recommend;wagyu;  1
recommend;wanton;  1
recommend;wise;  1
recommend;xiai;  1
recommend;yan;  1
recommend;yum;  1
recommend;zi;  1
recommended;10;  1
recommended;2;  1
recommended;award;  1
recommended;baked;  1
recommended;beat;  1
recommended;beautiful;  1
recommended;beijing;  1
recommended;book;  1
recommended;bruce;  1
recommended;cantonese;  1
recommended;cheap;  1
recommended;complimentary;  1
recommended;crab;  1
recommended;dessert;  1
recommended;dimsum;  1
recommended;ding;  1
recommended;dining;  1
recommended;dish;  1
recommended;dont;  1
recommended;easy;  1
recommended;eating;  1
recommended;entrees;  1
recommended;esp;  1
recommended;ferry;  1
recommended;finally;  1
recommended;fried;  1
recommended;friendly;  1
recommended;fun;  1
recommended;goldfish;  1
recommended;highly;  1
recommended;kaye;  1
recommended;lobster;  1
recommended;location;  1
recommended;loved;  1
recommended;mango;  1
recommended;marks;  1
recommended;menu;  1
recommended;mott32;  1
recommended;north;  1
recommended;options;  1
recommended;outlets;  1
recommended;pefect;  1
recommended;pekingduck;  1
recommended;people;  1
recommended;pork;  1
recommended;proportion;  1
recommended;quality;  1
recommended;smoking;  1
recommended;specially;  1
recommended;spot;  1
recommended;steam;  1
recommended;taster;  1
recommended;thia;  1
recommended;traditional;  1
recommended;visit;  1
recommended;waiters;  1
recommended;wanton;  1
recommended;warning;  1
recommended;wengchang;  1
recommended;wild;  1
recommended;wines;  1
recommended;worst;  1
recommended;yan;  1
recommends;books;  1
recommends;dishes;  1
refused;6;  1
refused;fine;  1
regret;coming;  1
regret;dining;  1
regret;discovering;  1
regrets;cos;  1
regrets;delicious;  1
reject;poorly;  1
relaxed;chinese;  1
relaxed;clean;  1
relaxed;cocktail;  1
relaxed;cocktails;  1
relaxed;creatively;  1
relaxed;dim;  1
relaxed;excellent;  1
relaxed;lunch;  1
relaxed;meal;  1
relaxed;mind;  1
relaxed;patrons;  1
relaxed;setting;  1
relaxed;style;  1
relaxed;understated;  1
remarkable;add;  1
remarkable;bathrooms;  1
remarkable;brilliantly;  1
remarkable;difference;  1
remarkable;experience;  1
remarkable;french;  1
remarkable;interior;  1
remarkable;memory;  1
remarkable;restaurant;  1
remarkable;service;  1
remarkable;texture;  1
remarkable;wood;  1
respected;chinese;  1
restless;4;  1
restricted;choice;  1
restriction;halal;  1
retained;chinese;  1
retained;flavor;  1
retreat;luckily;  1
revered;vegetable;  1
reward;frequent;  1
reward;host;  1
rewarded;2;  1
rewarding;lunch;  1
rewards;cloudland;  1
rewards;scheme;  1
rich;asians;  1
rich;brown;  1
rich;chicken;  1
rich;chilli;  1
rich;clams;  1
rich;complexly;  1
rich;custard;  1
rich;decadent;  1
rich;delicacies;  1
rich;dim;  1
rich;dishes;  1
rich;flavor;  1
rich;flavours;  1
rich;girlfriend;  1
rich;kids;  1
rich;mainland;  1
rich;menu;  1
rich;orient;  1
rich;person;  1
rich;plate;  1
rich;pork;  1
rich;rating;  1
rich;rolls;  1
rich;texture;  1
rich;umami;  1
rich;variety;  1
rich;velvety;  1
rich;wine;  1
rich;wood;  1
ridiculous;expense;  1
ridiculous;lovely;  1
ridiculous;reservation;  1
riots;protests;  1
risk;50;  1
risk;foods;  1
risk;sickness;  1
risk;splurting;  1
risk;standing;  1
risks;dumplings;  1
robust;offering;  1
ruined;surprise;  1
sad;chicken;  1
sad;experience;  1
sad;food;  1
sad;it’s;  1
sad;panda;  1
sad;shadow;  1
sad;space;  1
sadly;decor;  1
sadly;dim;  1
sadly;hutong;  1
sadly;lacking;  1
sadly;spending;  1
sadly;that’s;  1
sadly;undermined;  1
safe;choices;  1
safe;dinner;  1
safe;dish;  1
safe;eating;  1
safe;exotic;  1
safe;flavours;  1
safe;items;  1
safe;option;  1
safe;orientation;  1
safe;spot;  1
safe;traditional;  1
safety;hazard;  1
satisfied;appetite;  1
satisfied;convinced;  1
satisfied;dining;  1
satisfied;excellent;  1
satisfied;highly;  1
satisfied;mmmm;  1
satisfied;person;  1
satisfied;sense;  1
satisfied;stomach;  1
satisfied;variety;  1
satisfied;visited;  1
save;cost;  1
save;tummy;  1
saved;list;  1
scary;brandy;  1
sceptical;initially;  1
scold;us.me;  1
scream;opulence;  1
screaming;babies;  1
screaming;children;  1
screaming;kids;  1
screaming;pefect;  1
screams;perfection;  1
secure;reservations;  1
secure;window;  1
serene;ambience;  1
serene;ho;  1
severe;disappointment;  1
severe;food;  1
severe;sesame;  1
sexy;interior;  1
sexy;restaurant;  1
sexy;vibe;  1
shame;327;  1
shame;intense;  1
shame;management;  1
shame;view;  1
share;1;  1
share;2;  1
share;4;  1
share;alaska;  1
share;chicken;  1
share;closely;  1
share;dim;  1
share;educate;  1
share;food;  1
share;plate;  1
share;plates;  1
share;protected;  1
share;recommendation;  1
share;seating;  1
share;siew;  1
share;space;  1
share;staff;  1
shared;3;  1
shared;5;  1
shared;appetiser;  1
shared;appetizers;  1
shared;cantonese;  1
shared;central;  1
